@relation generateddata

@attribute cur_hour_of_day numeric
@attribute cur_min_of_hour numeric
@attribute cur_day_of_week numeric
@attribute charge_iRobot_651_battery numeric
@attribute charge_Tesla_S_battery numeric
@attribute water_temp_water_heat_sensor numeric
@attribute temperature_cool_thermostat_cool numeric
@attribute bake_Kenmore_790_sensor numeric
@attribute dish_wash_Kenmore_665_sensor numeric
@attribute laundry_wash_GE_WSM2420D3WW_wash_sensor numeric
@attribute laundry_dry_GE_WSM2420D3WW_dry_sensor numeric
@attribute temperature_heat_thermostat_heat numeric
@attribute cleanliness_dust_sensor numeric
@attribute action {cool,off,heat,regular,wash,bake,charge,vacuum,charge_48a,charge_72a}
@attribute device {Bryant_697CN030B,Dyson_AM09,GE_WSM2420D3WW_dry,GE_WSM2420D3WW_wash,Kenmore_665.13242K900,Kenmore_790.91312013,Rheem_XE40M12ST45U1,Roomba_880,Tesla_S}
@data
1,36,0,90.52,51.47,38.76,18.93,0.0,60.0,60.0,0.0,22.05,34.48,off,Bryant_697CN030B
1,37,0,90.31,51.7,38.64,18.94,0.0,60.0,60.0,0.0,22.04,35.15,off,Bryant_697CN030B
1,38,0,90.1,51.92,38.52,18.95,0.0,60.0,60.0,0.0,22.03,35.83,off,Bryant_697CN030B
1,39,0,89.89,52.15,38.4,18.96,0.0,60.0,60.0,0.0,22.03,36.5,off,Bryant_697CN030B
1,40,0,90.58,52.37,38.29,18.97,0.0,60.0,60.0,0.0,22.02,36.5,off,Bryant_697CN030B
1,41,0,90.37,52.6,38.17,18.98,0.0,60.0,60.0,0.0,22.01,37.18,off,Bryant_697CN030B
1,42,0,90.16,52.83,38.05,18.99,0.0,60.0,60.0,0.0,22.0,37.86,off,Bryant_697CN030B
1,43,0,89.95,53.05,37.93,19.0,0.0,60.0,60.0,0.0,22.16,38.53,off,Bryant_697CN030B
1,44,0,90.65,53.28,37.81,19.01,0.0,60.0,60.0,0.0,22.15,38.53,off,Bryant_697CN030B
1,45,0,90.44,53.5,37.69,19.02,0.0,60.0,60.0,0.0,22.14,39.21,off,Bryant_697CN030B
1,46,0,90.23,53.73,37.58,19.03,0.0,60.0,60.0,0.0,22.13,39.88,off,Bryant_697CN030B
1,47,0,90.02,53.96,37.46,19.04,0.0,60.0,60.0,0.0,22.12,40.56,off,Bryant_697CN030B
1,48,0,89.81,54.18,37.34,19.05,0.0,60.0,60.0,0.0,22.11,41.24,off,Bryant_697CN030B
1,49,0,90.5,54.41,37.22,19.06,0.0,60.0,60.0,0.0,22.1,41.24,off,Bryant_697CN030B
1,50,0,90.29,54.63,37.1,19.07,0.0,60.0,60.0,0.0,22.1,41.91,off,Bryant_697CN030B
1,51,0,90.08,54.86,36.98,19.08,0.0,60.0,60.0,0.0,22.09,42.59,off,Bryant_697CN030B
1,52,0,89.87,55.09,36.87,19.09,0.0,60.0,60.0,0.0,22.08,43.26,off,Bryant_697CN030B
1,53,0,90.57,55.31,36.75,19.1,0.0,60.0,60.0,0.0,22.07,43.26,off,Bryant_697CN030B
1,54,0,90.36,55.54,36.63,19.11,0.0,60.0,60.0,0.0,22.06,43.94,off,Bryant_697CN030B
1,55,0,90.15,55.76,36.51,19.12,0.0,60.0,60.0,0.0,22.05,44.62,off,Bryant_697CN030B
1,56,0,89.94,55.99,36.39,19.13,0.0,60.0,60.0,0.0,22.04,45.29,off,Bryant_697CN030B
1,57,0,90.63,56.22,36.27,19.14,0.0,60.0,60.0,0.0,22.03,45.29,off,Bryant_697CN030B
1,58,0,90.42,56.44,36.16,19.15,0.0,60.0,60.0,0.0,22.02,45.97,off,Bryant_697CN030B
1,59,0,90.21,56.67,36.04,19.16,0.0,60.0,60.0,0.0,22.01,46.64,off,Bryant_697CN030B
2,0,0,90.0,56.89,35.92,19.17,0.0,60.0,60.0,0.0,22.0,47.32,off,Bryant_697CN030B
2,1,0,89.79,57.12,35.8,19.18,0.0,60.0,60.0,0.0,22.17,48.0,off,Bryant_697CN030B
2,2,0,90.48,57.35,35.68,19.19,0.0,60.0,60.0,0.0,22.16,48.0,off,Bryant_697CN030B
2,3,0,90.27,57.57,35.9,19.2,0.0,60.0,60.0,0.0,22.15,48.67,off,Bryant_697CN030B
2,4,0,90.06,57.8,36.11,19.21,0.0,60.0,60.0,0.0,22.14,49.35,off,Bryant_697CN030B
2,5,0,89.85,58.02,36.33,19.22,0.0,60.0,60.0,0.0,22.13,50.02,off,Bryant_697CN030B
2,6,0,90.55,58.25,36.54,19.23,0.0,60.0,60.0,0.0,22.12,50.02,off,Bryant_697CN030B
2,7,0,90.34,58.48,36.76,19.24,0.0,60.0,60.0,0.0,22.11,50.7,off,Bryant_697CN030B
2,8,0,90.13,58.7,36.97,19.25,0.0,60.0,60.0,0.0,22.1,51.38,off,Bryant_697CN030B
2,9,0,89.92,58.93,37.18,19.26,0.0,60.0,60.0,0.0,22.09,52.05,off,Bryant_697CN030B
2,10,0,90.61,59.15,37.4,19.27,0.0,60.0,60.0,0.0,22.08,52.05,off,Bryant_697CN030B
2,11,0,90.4,59.38,37.61,19.28,0.0,60.0,60.0,0.0,22.07,52.73,off,Bryant_697CN030B
2,12,0,90.19,59.61,37.83,19.29,0.0,60.0,60.0,0.0,22.06,53.4,off,Bryant_697CN030B
2,13,0,89.98,59.83,38.04,19.3,0.0,60.0,60.0,0.0,22.05,54.08,off,Bryant_697CN030B
2,14,0,90.68,60.06,38.26,19.31,0.0,60.0,60.0,0.0,22.04,54.08,off,Bryant_697CN030B
2,15,0,90.68,60.28,38.47,19.32,0.0,60.0,60.0,0.0,22.03,54.08,off,Bryant_697CN030B
2,16,0,90.68,60.51,38.69,19.33,0.0,60.0,60.0,0.0,22.02,54.08,off,Bryant_697CN030B
2,17,0,90.68,60.74,38.9,19.34,0.0,60.0,60.0,0.0,22.01,54.08,off,Bryant_697CN030B
2,18,0,90.68,60.96,39.12,19.35,0.0,60.0,60.0,0.0,22.0,54.08,off,Bryant_697CN030B
2,19,0,90.68,61.19,39.33,19.36,0.0,60.0,60.0,0.0,22.17,54.08,off,Bryant_697CN030B
2,20,0,90.68,61.41,39.55,19.37,0.0,60.0,60.0,0.0,22.16,54.08,off,Bryant_697CN030B
2,21,0,90.68,61.64,39.76,19.38,0.0,60.0,60.0,0.0,22.15,54.08,off,Bryant_697CN030B
2,22,0,90.68,61.87,39.98,19.39,0.0,60.0,60.0,0.0,22.14,54.08,off,Bryant_697CN030B
2,23,0,90.68,62.09,40.19,19.4,0.0,60.0,60.0,0.0,22.13,54.08,off,Bryant_697CN030B
2,24,0,90.68,62.32,40.4,19.41,0.0,60.0,60.0,0.0,22.12,54.08,off,Bryant_697CN030B
2,25,0,90.68,62.54,40.62,19.42,0.0,60.0,60.0,0.0,22.11,54.08,off,Bryant_697CN030B
2,26,0,90.68,62.77,40.83,19.43,0.0,60.0,60.0,0.0,22.1,54.08,off,Bryant_697CN030B
2,27,0,90.68,63.0,41.05,19.44,0.0,60.0,60.0,0.0,22.09,54.08,off,Bryant_697CN030B
2,28,0,90.68,63.22,41.26,19.45,0.0,60.0,60.0,0.0,22.08,54.08,off,Bryant_697CN030B
2,29,0,90.68,63.45,41.48,19.46,0.0,60.0,60.0,0.0,22.07,54.08,off,Bryant_697CN030B
2,30,0,90.68,63.67,41.69,19.47,0.0,60.0,60.0,0.0,22.06,54.08,off,Bryant_697CN030B
2,31,0,90.68,63.9,41.91,19.47,0.0,60.0,60.0,0.0,22.05,54.08,off,Bryant_697CN030B
2,32,0,90.68,64.13,42.12,19.48,0.0,60.0,60.0,0.0,22.04,54.08,off,Bryant_697CN030B
2,33,0,90.68,64.35,42.34,19.49,0.0,60.0,60.0,0.0,22.03,54.08,off,Bryant_697CN030B
2,34,0,90.68,64.58,42.55,19.5,0.0,60.0,60.0,0.0,22.02,54.08,off,Bryant_697CN030B
2,35,0,90.68,64.8,42.77,19.51,0.0,60.0,60.0,0.0,22.01,54.08,off,Bryant_697CN030B
2,36,0,90.68,65.03,42.98,19.52,0.0,60.0,60.0,0.0,22.0,54.08,off,Bryant_697CN030B
2,37,0,90.68,65.26,43.2,19.53,0.0,60.0,60.0,0.0,22.17,54.08,off,Bryant_697CN030B
2,38,0,90.68,65.48,43.41,19.54,0.0,60.0,60.0,0.0,22.16,54.08,off,Bryant_697CN030B
2,39,0,90.68,65.71,43.62,19.55,0.0,60.0,60.0,0.0,22.15,54.08,off,Bryant_697CN030B
2,40,0,90.68,65.93,43.84,19.56,0.0,60.0,60.0,0.0,22.14,54.08,off,Bryant_697CN030B
2,41,0,90.68,66.16,44.05,19.57,0.0,60.0,60.0,0.0,22.13,54.08,off,Bryant_697CN030B
2,42,0,90.68,66.39,44.27,19.58,0.0,60.0,60.0,0.0,22.12,54.08,off,Bryant_697CN030B
2,43,0,90.68,66.61,44.48,19.59,0.0,60.0,60.0,0.0,22.11,54.08,off,Bryant_697CN030B
2,44,0,90.68,66.84,44.7,19.6,0.0,60.0,60.0,0.0,22.1,54.08,off,Bryant_697CN030B
2,45,0,90.68,67.06,44.91,19.61,0.0,60.0,60.0,0.0,22.09,54.08,off,Bryant_697CN030B
2,46,0,90.68,67.29,45.13,19.62,0.0,60.0,60.0,0.0,22.08,54.08,off,Bryant_697CN030B
2,47,0,90.68,67.52,45.34,19.63,0.0,60.0,60.0,0.0,22.07,54.08,off,Bryant_697CN030B
2,48,0,90.68,67.74,45.56,19.64,0.0,60.0,60.0,0.0,22.06,54.08,off,Bryant_697CN030B
2,49,0,90.68,67.97,45.77,19.65,0.0,60.0,60.0,0.0,22.05,54.08,off,Bryant_697CN030B
2,50,0,90.68,68.19,45.99,19.66,0.0,60.0,60.0,0.0,22.04,54.08,off,Bryant_697CN030B
2,51,0,90.68,68.42,46.2,19.67,0.0,60.0,60.0,0.0,22.03,54.08,off,Bryant_697CN030B
2,52,0,90.68,68.65,46.42,19.68,0.0,60.0,60.0,0.0,22.02,54.08,off,Bryant_697CN030B
2,53,0,90.68,68.87,46.63,19.69,0.0,60.0,60.0,0.0,22.01,54.08,off,Bryant_697CN030B
2,54,0,90.68,69.1,46.84,19.7,0.0,60.0,60.0,0.0,22.0,54.08,off,Bryant_697CN030B
2,55,0,90.68,69.32,47.06,19.71,0.0,60.0,60.0,0.0,21.99,54.08,off,Bryant_697CN030B
2,56,0,90.68,69.55,47.27,19.72,0.0,60.0,60.0,0.0,22.16,54.08,off,Bryant_697CN030B
2,57,0,90.68,69.78,47.49,19.73,0.0,60.0,60.0,0.0,22.15,54.08,off,Bryant_697CN030B
2,58,0,90.68,70.0,47.7,19.74,0.0,60.0,60.0,0.0,22.14,54.08,off,Bryant_697CN030B
2,59,0,90.68,70.23,47.92,19.75,0.0,60.0,60.0,0.0,22.13,54.08,off,Bryant_697CN030B
3,0,0,90.68,70.45,48.13,19.76,0.0,60.0,60.0,0.0,22.12,54.08,off,Bryant_697CN030B
3,1,0,90.68,70.68,48.35,19.77,0.0,60.0,60.0,0.0,22.11,54.08,off,Bryant_697CN030B
3,2,0,90.68,70.91,48.56,19.78,0.0,60.0,60.0,0.0,22.1,54.08,off,Bryant_697CN030B
3,3,0,90.68,71.13,48.78,19.79,0.0,60.0,60.0,0.0,22.09,54.08,off,Bryant_697CN030B
3,4,0,90.68,71.36,48.99,19.8,0.0,60.0,60.0,0.0,22.08,54.08,off,Bryant_697CN030B
3,5,0,90.68,71.58,49.21,19.81,0.0,60.0,60.0,0.0,22.07,54.08,off,Bryant_697CN030B
3,6,0,90.68,71.81,49.42,19.82,0.0,60.0,60.0,0.0,22.06,54.08,off,Bryant_697CN030B
3,7,0,90.68,72.04,49.64,19.83,0.0,60.0,60.0,0.0,22.05,54.08,off,Bryant_697CN030B
3,8,0,90.68,72.26,49.85,19.84,0.0,60.0,60.0,0.0,22.04,54.08,off,Bryant_697CN030B
3,9,0,90.68,72.49,50.06,19.85,0.0,60.0,60.0,0.0,22.03,54.08,off,Bryant_697CN030B
3,10,0,90.68,72.71,50.28,19.86,0.0,60.0,60.0,0.0,22.02,54.08,off,Bryant_697CN030B
3,11,0,90.68,72.94,50.49,19.87,0.0,60.0,60.0,0.0,22.01,54.08,off,Bryant_697CN030B
3,12,0,90.68,73.17,50.71,19.88,0.0,60.0,60.0,0.0,22.0,54.08,off,Bryant_697CN030B
3,13,0,90.68,73.39,50.92,19.89,0.0,60.0,60.0,0.0,21.99,54.08,off,Bryant_697CN030B
3,14,0,90.68,73.62,51.14,19.9,0.0,60.0,60.0,0.0,22.16,54.08,off,Bryant_697CN030B
3,15,0,90.68,73.84,51.35,19.91,0.0,60.0,60.0,0.0,22.15,54.08,off,Bryant_697CN030B
3,16,0,90.68,74.07,51.57,19.92,0.0,60.0,60.0,0.0,22.14,54.08,off,Bryant_697CN030B
3,17,0,90.68,74.3,51.78,19.93,0.0,60.0,60.0,0.0,22.13,54.08,off,Bryant_697CN030B
3,18,0,90.68,74.52,52.0,19.94,0.0,60.0,60.0,0.0,22.12,54.08,off,Bryant_697CN030B
3,19,0,90.68,74.75,52.21,19.95,0.0,60.0,60.0,0.0,22.11,54.08,off,Bryant_697CN030B
3,20,0,90.68,74.97,52.43,19.96,0.0,60.0,60.0,0.0,22.1,54.08,off,Bryant_697CN030B
3,21,0,90.68,75.2,52.64,19.97,0.0,60.0,60.0,0.0,22.09,54.08,off,Bryant_697CN030B
3,22,0,90.68,75.43,52.86,19.98,0.0,60.0,60.0,0.0,22.08,54.08,off,Bryant_697CN030B
3,23,0,90.68,75.65,53.07,19.99,0.0,60.0,60.0,0.0,22.07,54.08,off,Bryant_697CN030B
3,24,0,90.68,75.88,53.28,20.0,0.0,60.0,60.0,0.0,22.06,54.08,off,Bryant_697CN030B
3,25,0,90.68,76.1,53.5,20.01,0.0,60.0,60.0,0.0,22.05,54.08,off,Bryant_697CN030B
3,26,0,90.68,76.33,53.71,20.02,0.0,60.0,60.0,0.0,22.04,54.08,off,Bryant_697CN030B
3,27,0,90.68,76.56,53.93,20.03,0.0,60.0,60.0,0.0,22.03,54.08,off,Bryant_697CN030B
3,28,0,90.68,76.78,54.14,20.04,0.0,60.0,60.0,0.0,22.02,54.08,off,Bryant_697CN030B
3,29,0,90.68,77.01,54.36,20.05,0.0,60.0,60.0,0.0,22.01,54.08,off,Bryant_697CN030B
3,30,0,90.68,77.23,54.57,20.06,0.0,60.0,60.0,0.0,22.0,54.08,off,Bryant_697CN030B
3,31,0,90.68,77.46,54.79,20.06,0.0,60.0,60.0,0.0,21.99,54.08,off,Bryant_697CN030B
3,32,0,90.68,77.69,55.0,20.07,0.0,60.0,60.0,0.0,22.16,54.08,off,Bryant_697CN030B
3,33,0,90.68,77.91,55.22,20.08,0.0,60.0,60.0,0.0,22.15,54.08,off,Bryant_697CN030B
3,34,0,90.68,78.14,55.43,20.09,0.0,60.0,60.0,0.0,22.14,54.08,off,Bryant_697CN030B
3,35,0,90.68,78.36,55.65,20.1,0.0,60.0,60.0,0.0,22.13,54.08,off,Bryant_697CN030B
3,36,0,90.68,78.59,55.86,20.11,0.0,60.0,60.0,0.0,22.12,54.08,off,Bryant_697CN030B
3,37,0,90.68,78.82,56.08,20.12,0.0,60.0,60.0,0.0,22.11,54.08,off,Bryant_697CN030B
3,38,0,90.68,79.04,56.29,20.13,0.0,60.0,60.0,0.0,22.1,54.08,off,Bryant_697CN030B
3,39,0,90.68,79.27,56.5,20.14,0.0,60.0,60.0,0.0,22.09,54.08,off,Bryant_697CN030B
3,40,0,90.68,79.49,56.72,20.15,0.0,60.0,60.0,0.0,22.08,54.08,off,Bryant_697CN030B
