@relation generateddata

@attribute cur_hour_of_day numeric
@attribute cur_min_of_hour numeric
@attribute cur_day_of_week numeric
@attribute charge_iRobot_651_battery numeric
@attribute charge_Tesla_S_battery numeric
@attribute water_temp_water_heat_sensor numeric
@attribute temperature_cool_thermostat_cool numeric
@attribute bake_Kenmore_790_sensor numeric
@attribute dish_wash_Kenmore_665_sensor numeric
@attribute laundry_wash_GE_WSM2420D3WW_wash_sensor numeric
@attribute laundry_dry_GE_WSM2420D3WW_dry_sensor numeric
@attribute temperature_heat_thermostat_heat numeric
@attribute cleanliness_dust_sensor numeric
@attribute action {cool,off,heat,regular,wash,bake,charge,vacuum,charge_48a,charge_72a}
@attribute device {Bryant_697CN030B,Dyson_AM09,GE_WSM2420D3WW_dry,GE_WSM2420D3WW_wash,Kenmore_665.13242K900,Kenmore_790.91312013,Rheem_XE40M12ST45U1,Roomba_880,Tesla_S}
@data
1,52,0,70.0,55.09,36.87,19.09,0.0,45.0,45.0,0.0,16.91,0.0,off,Bryant_697CN030B
1,53,0,70.0,55.31,36.75,19.1,0.0,45.0,45.0,0.0,16.9,0.0,off,Bryant_697CN030B
1,54,0,70.0,55.54,36.63,19.11,0.0,45.0,45.0,0.0,16.89,0.0,off,Bryant_697CN030B
1,55,0,70.0,55.76,36.51,19.12,0.0,45.0,45.0,0.0,16.88,0.0,off,Bryant_697CN030B
1,56,0,70.0,55.99,36.39,19.13,0.0,45.0,45.0,0.0,16.87,0.0,off,Bryant_697CN030B
1,57,0,70.0,56.22,36.27,19.14,0.0,45.0,45.0,0.0,16.86,0.0,off,Bryant_697CN030B
1,58,0,70.0,56.44,36.16,19.15,0.0,45.0,45.0,0.0,16.85,0.0,off,Bryant_697CN030B
1,59,0,70.0,56.67,36.04,19.16,0.0,45.0,45.0,0.0,16.84,0.0,off,Bryant_697CN030B
2,0,0,70.0,56.89,35.92,19.17,0.0,45.0,45.0,0.0,16.83,0.0,off,Bryant_697CN030B
2,1,0,70.0,57.12,35.8,19.18,0.0,45.0,45.0,0.0,16.82,0.0,off,Bryant_697CN030B
2,2,0,70.0,57.35,35.68,19.19,0.0,45.0,45.0,0.0,16.81,0.0,off,Bryant_697CN030B
2,3,0,70.0,57.57,35.56,19.2,0.0,45.0,45.0,0.0,16.8,0.0,off,Bryant_697CN030B
2,4,0,70.0,57.8,35.45,19.21,0.0,45.0,45.0,0.0,16.79,0.0,off,Bryant_697CN030B
2,5,0,70.0,58.02,35.33,19.22,0.0,45.0,45.0,0.0,16.78,0.0,off,Bryant_697CN030B
2,6,0,70.0,58.25,35.21,19.23,0.0,45.0,45.0,0.0,16.77,0.0,off,Bryant_697CN030B
2,7,0,70.0,58.48,35.09,19.24,0.0,45.0,45.0,0.0,16.76,0.0,off,Bryant_697CN030B
2,8,0,70.0,58.7,34.97,19.25,0.0,45.0,45.0,0.0,16.75,0.0,off,Bryant_697CN030B
2,9,0,70.0,58.93,34.85,19.26,0.0,45.0,45.0,0.0,16.74,0.0,off,Bryant_697CN030B
2,10,0,70.0,59.15,34.74,19.27,0.0,45.0,45.0,0.0,16.73,0.0,off,Bryant_697CN030B
2,11,0,70.0,59.38,34.62,19.28,0.0,45.0,45.0,0.0,16.72,0.0,off,Bryant_697CN030B
2,12,0,70.0,59.61,34.5,19.29,0.0,45.0,45.0,0.0,16.71,0.0,off,Bryant_697CN030B
2,13,0,70.0,59.83,34.38,19.3,0.0,45.0,45.0,0.0,16.7,0.0,off,Bryant_697CN030B
2,14,0,70.0,60.06,34.26,19.31,0.0,45.0,45.0,0.0,16.69,0.0,off,Bryant_697CN030B
2,15,0,70.0,60.28,34.14,19.32,0.0,45.0,45.0,0.0,16.68,0.0,off,Bryant_697CN030B
2,16,0,70.0,60.51,34.03,19.33,0.0,45.0,45.0,0.0,16.67,0.0,off,Bryant_697CN030B
2,17,0,70.0,60.74,33.91,19.34,0.0,45.0,45.0,0.0,16.66,0.0,off,Bryant_697CN030B
2,18,0,70.0,60.96,33.79,19.35,0.0,45.0,45.0,0.0,16.65,0.0,off,Bryant_697CN030B
2,19,0,70.0,61.19,33.67,19.36,0.0,45.0,45.0,0.0,16.64,0.0,off,Bryant_697CN030B
2,20,0,70.0,61.41,33.55,19.37,0.0,45.0,45.0,0.0,16.63,0.0,off,Bryant_697CN030B
2,21,0,70.0,61.64,33.43,19.38,0.0,45.0,45.0,0.0,16.62,0.0,off,Bryant_697CN030B
2,22,0,70.0,61.87,33.32,19.39,0.0,45.0,45.0,0.0,16.61,0.0,off,Bryant_697CN030B
2,23,0,70.0,62.09,33.2,19.4,0.0,45.0,45.0,0.0,16.6,0.0,off,Bryant_697CN030B
2,24,0,70.0,62.32,33.08,19.41,0.0,45.0,45.0,0.0,16.59,0.0,off,Bryant_697CN030B
2,25,0,70.0,62.54,32.96,19.42,0.0,45.0,45.0,0.0,16.58,0.0,off,Bryant_697CN030B
2,26,0,70.0,62.77,32.84,19.43,0.0,45.0,45.0,0.0,16.57,0.0,off,Bryant_697CN030B
2,27,0,70.0,63.0,32.72,19.44,0.0,45.0,45.0,0.0,16.56,0.0,off,Bryant_697CN030B
2,28,0,70.0,63.22,32.61,19.45,0.0,45.0,45.0,0.0,16.55,0.0,off,Bryant_697CN030B
2,29,0,70.0,63.45,32.49,19.46,0.0,45.0,45.0,0.0,16.54,0.0,off,Bryant_697CN030B
2,30,0,70.0,63.67,32.37,19.47,0.0,45.0,45.0,0.0,16.53,0.0,off,Bryant_697CN030B
2,31,0,70.0,63.9,32.25,19.47,0.0,45.0,45.0,0.0,16.53,0.0,off,Bryant_697CN030B
2,32,0,70.0,64.13,32.13,19.48,0.0,45.0,45.0,0.0,16.52,0.0,off,Bryant_697CN030B
2,33,0,70.0,64.35,32.01,19.49,0.0,45.0,45.0,0.0,16.51,0.0,off,Bryant_697CN030B
2,34,0,70.0,64.58,31.9,19.5,0.0,45.0,45.0,0.0,16.5,0.0,off,Bryant_697CN030B
2,35,0,70.0,64.8,31.78,19.51,0.0,45.0,45.0,0.0,16.49,0.0,off,Bryant_697CN030B
2,36,0,70.0,65.03,31.66,19.52,0.0,45.0,45.0,0.0,16.48,0.0,off,Bryant_697CN030B
2,37,0,70.0,65.26,31.54,19.53,0.0,45.0,45.0,0.0,16.47,0.0,off,Bryant_697CN030B
2,38,0,70.0,65.48,31.42,19.54,0.0,45.0,45.0,0.0,16.46,0.0,off,Bryant_697CN030B
2,39,0,70.0,65.71,31.3,19.55,0.0,45.0,45.0,0.0,16.45,0.0,off,Bryant_697CN030B
2,40,0,70.0,65.93,31.19,19.56,0.0,45.0,45.0,0.0,16.44,0.0,off,Bryant_697CN030B
2,41,0,70.0,66.16,31.07,19.57,0.0,45.0,45.0,0.0,16.43,0.0,off,Bryant_697CN030B
2,42,0,70.0,66.39,30.95,19.58,0.0,45.0,45.0,0.0,16.42,0.0,off,Bryant_697CN030B
2,43,0,70.0,66.61,30.83,19.59,0.0,45.0,45.0,0.0,16.41,0.0,off,Bryant_697CN030B
2,44,0,70.0,66.84,30.71,19.6,0.0,45.0,45.0,0.0,16.4,0.0,off,Bryant_697CN030B
2,45,0,70.0,67.06,30.59,19.61,0.0,45.0,45.0,0.0,16.39,0.0,off,Bryant_697CN030B
2,46,0,70.0,67.29,30.48,19.62,0.0,45.0,45.0,0.0,16.38,0.0,off,Bryant_697CN030B
2,47,0,70.0,67.52,30.36,19.63,0.0,45.0,45.0,0.0,16.37,0.0,off,Bryant_697CN030B
2,48,0,70.0,67.74,30.24,19.64,0.0,45.0,45.0,0.0,16.36,0.0,off,Bryant_697CN030B
2,49,0,70.0,67.97,30.12,19.65,0.0,45.0,45.0,0.0,16.35,0.0,off,Bryant_697CN030B
2,50,0,70.0,68.19,30.0,19.66,0.0,45.0,45.0,0.0,16.34,0.0,off,Bryant_697CN030B
2,51,0,70.0,68.42,29.88,19.67,0.0,45.0,45.0,0.0,16.33,0.0,off,Bryant_697CN030B
2,52,0,70.0,68.65,29.77,19.68,0.0,45.0,45.0,0.0,16.32,0.0,off,Bryant_697CN030B
2,53,0,70.0,68.87,29.65,19.69,0.0,45.0,45.0,0.0,16.31,0.0,off,Bryant_697CN030B
2,54,0,70.0,69.1,29.53,19.7,0.0,45.0,45.0,0.0,16.3,0.0,off,Bryant_697CN030B
2,55,0,70.0,69.32,29.41,19.71,0.0,45.0,45.0,0.0,16.29,0.0,off,Bryant_697CN030B
2,56,0,70.0,69.55,29.29,19.72,0.0,45.0,45.0,0.0,16.28,0.0,off,Bryant_697CN030B
2,57,0,70.0,69.78,29.17,19.73,0.0,45.0,45.0,0.0,16.27,0.0,off,Bryant_697CN030B
2,58,0,70.0,70.0,29.06,19.74,0.0,45.0,45.0,0.0,16.26,0.0,off,Bryant_697CN030B
2,59,0,70.0,70.23,28.94,19.75,0.0,45.0,45.0,0.0,16.25,0.0,off,Bryant_697CN030B
3,0,0,70.0,70.45,28.82,19.76,0.0,45.0,45.0,0.0,16.24,0.0,off,Bryant_697CN030B
3,1,0,70.0,70.68,28.7,19.77,0.0,45.0,45.0,0.0,16.23,0.0,off,Bryant_697CN030B
3,2,0,70.0,70.91,28.58,19.78,0.0,45.0,45.0,0.0,16.22,0.0,off,Bryant_697CN030B
3,3,0,70.0,71.13,28.46,19.79,0.0,45.0,45.0,0.0,16.21,0.0,off,Bryant_697CN030B
3,4,0,70.0,71.36,28.35,19.8,0.0,45.0,45.0,0.0,16.2,0.0,off,Bryant_697CN030B
3,5,0,70.0,71.58,28.23,19.81,0.0,45.0,45.0,0.0,16.19,0.0,off,Bryant_697CN030B
3,6,0,70.0,71.81,28.11,19.82,0.0,45.0,45.0,0.0,16.18,0.0,off,Bryant_697CN030B
3,7,0,70.0,72.04,27.99,19.83,0.0,45.0,45.0,0.0,16.17,0.0,off,Bryant_697CN030B
3,8,0,70.0,72.26,27.87,19.84,0.0,45.0,45.0,0.0,16.16,0.0,off,Bryant_697CN030B
3,9,0,70.0,72.49,27.75,19.85,0.0,45.0,45.0,0.0,16.15,0.0,off,Bryant_697CN030B
3,10,0,70.0,72.71,27.64,19.86,0.0,45.0,45.0,0.0,16.14,0.0,off,Bryant_697CN030B
3,11,0,70.0,72.94,27.52,19.87,0.0,45.0,45.0,0.0,16.13,0.0,off,Bryant_697CN030B
3,12,0,70.0,73.17,27.4,19.88,0.0,45.0,45.0,0.0,16.12,0.0,off,Bryant_697CN030B
3,13,0,70.0,73.39,27.28,19.89,0.0,45.0,45.0,0.0,16.11,0.0,off,Bryant_697CN030B
3,14,0,70.0,73.62,27.16,19.9,0.0,45.0,45.0,0.0,16.1,0.0,off,Bryant_697CN030B
3,15,0,70.0,73.84,27.04,19.91,0.0,45.0,45.0,0.0,16.09,0.0,off,Bryant_697CN030B
3,16,0,70.0,74.07,26.93,19.92,0.0,45.0,45.0,0.0,16.08,0.0,off,Bryant_697CN030B
3,17,0,70.0,74.3,26.81,19.93,0.0,45.0,45.0,0.0,16.07,0.0,off,Bryant_697CN030B
3,18,0,70.0,74.52,26.69,19.94,0.0,45.0,45.0,0.0,16.06,0.0,off,Bryant_697CN030B
3,19,0,70.0,74.75,26.57,19.95,0.0,45.0,45.0,0.0,16.05,0.0,off,Bryant_697CN030B
3,20,0,70.0,74.97,26.45,19.96,0.0,45.0,45.0,0.0,16.04,0.0,off,Bryant_697CN030B
3,21,0,70.0,75.2,26.33,19.97,0.0,45.0,45.0,0.0,16.03,0.0,off,Bryant_697CN030B
3,22,0,70.0,75.43,26.22,19.98,0.0,45.0,45.0,0.0,16.02,0.0,off,Bryant_697CN030B
3,23,0,70.0,75.65,26.1,19.99,0.0,45.0,45.0,0.0,16.01,0.0,off,Bryant_697CN030B
3,24,0,70.0,75.88,25.98,20.0,0.0,45.0,45.0,0.0,16.0,0.0,off,Bryant_697CN030B
3,25,0,70.0,76.1,25.86,20.01,0.0,45.0,45.0,0.0,15.99,0.0,off,Bryant_697CN030B
3,26,0,70.0,76.33,25.74,20.02,0.0,45.0,45.0,0.0,15.98,0.0,off,Bryant_697CN030B
3,27,0,70.0,76.56,25.62,20.03,0.0,45.0,45.0,0.0,15.97,0.0,off,Bryant_697CN030B
3,28,0,70.0,76.78,25.51,20.04,0.0,45.0,45.0,0.0,15.96,0.0,off,Bryant_697CN030B
3,29,0,70.0,77.01,25.39,20.05,0.0,45.0,45.0,0.0,15.95,0.0,off,Bryant_697CN030B
3,30,0,70.0,77.23,25.27,20.06,0.0,45.0,45.0,0.0,15.94,0.0,off,Bryant_697CN030B
3,31,0,70.0,77.46,25.15,20.06,0.0,45.0,45.0,0.0,15.94,0.0,off,Bryant_697CN030B
3,32,0,70.0,77.69,25.03,20.07,0.0,45.0,45.0,0.0,15.93,0.0,off,Bryant_697CN030B
3,33,0,70.0,77.91,24.91,20.08,0.0,45.0,45.0,0.0,15.92,0.0,off,Bryant_697CN030B
3,34,0,70.0,78.14,24.8,20.09,0.0,45.0,45.0,0.0,15.91,0.0,off,Bryant_697CN030B
3,35,0,70.0,78.36,24.68,20.1,0.0,45.0,45.0,0.0,15.9,0.0,off,Bryant_697CN030B
3,36,0,70.0,78.59,24.56,20.11,0.0,45.0,45.0,0.0,15.89,0.0,off,Bryant_697CN030B
3,37,0,70.0,78.82,24.44,20.12,0.0,45.0,45.0,0.0,15.88,0.0,off,Bryant_697CN030B
3,38,0,70.0,79.04,24.32,20.13,0.0,45.0,45.0,0.0,15.87,0.0,off,Bryant_697CN030B
3,39,0,70.0,79.27,24.2,20.14,0.0,45.0,45.0,0.0,15.86,0.0,off,Bryant_697CN030B
3,40,0,70.0,79.49,24.09,20.15,0.0,45.0,45.0,0.0,15.85,0.0,off,Bryant_697CN030B
