@relation generateddata

@attribute cur_hour_of_day numeric
@attribute cur_min_of_hour numeric
@attribute cur_day_of_week numeric
@attribute charge_iRobot_651_battery numeric
@attribute charge_Tesla_S_battery numeric
@attribute water_temp_water_heat_sensor numeric
@attribute temperature_cool_thermostat_cool numeric
@attribute bake_Kenmore_790_sensor numeric
@attribute dish_wash_Kenmore_665_sensor numeric
@attribute laundry_wash_GE_WSM2420D3WW_wash_sensor numeric
@attribute laundry_dry_GE_WSM2420D3WW_dry_sensor numeric
@attribute temperature_heat_thermostat_heat numeric
@attribute cleanliness_dust_sensor numeric
@attribute action {cool,off,heat,regular,wash,bake,charge,vacuum,charge_48a,charge_72a}
@attribute device {Bryant_697CN030B,Dyson_AM09,GE_WSM2420D3WW_dry,GE_WSM2420D3WW_wash,Kenmore_665.13242K900,Kenmore_790.91312013,Rheem_XE40M12ST45U1,Roomba_880,Tesla_S}
@data
0,11,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,12,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,13,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,14,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,15,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,16,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,17,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,18,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,19,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,20,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,21,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,22,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,23,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,24,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,25,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,26,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,27,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,28,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,29,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,30,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,31,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,32,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,33,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,34,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,35,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,36,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,37,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,38,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,39,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,40,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,41,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,42,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,43,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,44,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,45,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,46,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,47,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,48,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,49,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,50,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,51,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,52,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,53,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,54,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,55,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,56,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,57,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,58,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
0,59,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,0,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,1,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,2,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,3,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,4,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,5,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,6,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,7,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,8,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,9,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,10,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,11,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,12,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,13,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,14,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,15,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,16,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,17,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,18,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,19,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,20,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,21,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,22,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,23,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,24,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,25,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,26,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,27,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,28,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,29,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,30,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,31,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,32,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,33,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,34,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,35,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,36,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,37,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,38,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,39,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,40,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,41,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,42,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,43,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,44,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,45,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,46,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,47,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,48,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,49,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,50,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,51,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,52,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,53,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,54,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,55,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,56,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,57,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,58,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
1,59,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,0,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,1,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,2,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,3,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,4,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,5,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,6,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,7,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,8,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,9,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,10,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,11,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,12,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,13,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,14,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,15,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,16,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,17,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,18,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,19,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,20,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,21,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,22,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,23,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,24,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,25,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,26,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,27,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,28,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,29,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,30,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,31,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,32,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,33,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,34,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,35,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,36,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,37,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,38,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,39,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,40,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,41,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,42,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,43,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,44,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,45,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,46,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,47,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,48,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,49,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,50,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,51,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,52,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,53,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,54,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,55,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,56,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,57,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,58,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
2,59,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,0,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,1,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,2,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,3,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,4,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,5,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,6,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,7,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,8,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,9,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,10,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,11,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,12,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,13,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,14,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,15,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,16,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,17,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,18,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,19,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,20,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,21,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,22,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,23,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,24,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,25,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,26,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,27,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,28,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,29,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,30,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,31,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,32,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,33,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,34,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,35,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,36,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
3,37,0,70.0,30.0,50.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,off,Kenmore_790.91312013
